time,geo,Seasonal adjustment,Prices,North American Industry Classification System (NAICS),values,na_item,Type of fuel
1994-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,30917,CapFormGovNonResidentialStructures,NA
1994-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,32165,CapFormGovNonResidentialStructures,NA
1994-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,32973,CapFormGovNonResidentialStructures,NA
1995-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,30361,CapFormGovNonResidentialStructures,NA
1995-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,29791,CapFormGovNonResidentialStructures,NA
1995-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,30511,CapFormGovNonResidentialStructures,NA
1995-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,30508,CapFormGovNonResidentialStructures,NA
1996-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,28762,CapFormGovNonResidentialStructures,NA
1996-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,27791,CapFormGovNonResidentialStructures,NA
1996-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,27948,CapFormGovNonResidentialStructures,NA
1996-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,27469,CapFormGovNonResidentialStructures,NA
1997-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,26642,CapFormGovNonResidentialStructures,NA
1997-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,26470,CapFormGovNonResidentialStructures,NA
1997-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,26061,CapFormGovNonResidentialStructures,NA
1997-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,25521,CapFormGovNonResidentialStructures,NA
1998-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,25262,CapFormGovNonResidentialStructures,NA
1998-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,25378,CapFormGovNonResidentialStructures,NA
1998-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,25522,CapFormGovNonResidentialStructures,NA
1998-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,25515,CapFormGovNonResidentialStructures,NA
1999-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,26355,CapFormGovNonResidentialStructures,NA
1999-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,26851,CapFormGovNonResidentialStructures,NA
1999-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,27332,CapFormGovNonResidentialStructures,NA
1999-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,28063,CapFormGovNonResidentialStructures,NA
2000-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,27808,CapFormGovNonResidentialStructures,NA
2000-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,27194,CapFormGovNonResidentialStructures,NA
2000-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,26994,CapFormGovNonResidentialStructures,NA
2000-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,27119,CapFormGovNonResidentialStructures,NA
2001-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,29252,CapFormGovNonResidentialStructures,NA
2001-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,30082,CapFormGovNonResidentialStructures,NA
2001-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,31371,CapFormGovNonResidentialStructures,NA
2001-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,33373,CapFormGovNonResidentialStructures,NA
2002-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,33181,CapFormGovNonResidentialStructures,NA
2002-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,33233,CapFormGovNonResidentialStructures,NA
2002-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,32691,CapFormGovNonResidentialStructures,NA
2002-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,32995,CapFormGovNonResidentialStructures,NA
2003-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,32782,CapFormGovNonResidentialStructures,NA
2003-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,32965,CapFormGovNonResidentialStructures,NA
2003-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,32663,CapFormGovNonResidentialStructures,NA
2003-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,33111,CapFormGovNonResidentialStructures,NA
2004-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,34588,CapFormGovNonResidentialStructures,NA
2004-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,34675,CapFormGovNonResidentialStructures,NA
2004-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,34533,CapFormGovNonResidentialStructures,NA
2004-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,35004,CapFormGovNonResidentialStructures,NA
2005-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,36431,CapFormGovNonResidentialStructures,NA
2005-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,37338,CapFormGovNonResidentialStructures,NA
2005-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,37998,CapFormGovNonResidentialStructures,NA
2005-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,39046,CapFormGovNonResidentialStructures,NA
2006-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,39879,CapFormGovNonResidentialStructures,NA
2006-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,39841,CapFormGovNonResidentialStructures,NA
2006-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,39786,CapFormGovNonResidentialStructures,NA
2006-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,40314,CapFormGovNonResidentialStructures,NA
2007-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,41415,CapFormGovNonResidentialStructures,NA
2007-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,41854,CapFormGovNonResidentialStructures,NA
2007-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,42369,CapFormGovNonResidentialStructures,NA
2007-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,41813,CapFormGovNonResidentialStructures,NA
2008-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,44090,CapFormGovNonResidentialStructures,NA
2008-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,43165,CapFormGovNonResidentialStructures,NA
2008-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,43047,CapFormGovNonResidentialStructures,NA
2008-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,45417,CapFormGovNonResidentialStructures,NA
2009-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,46359,CapFormGovNonResidentialStructures,NA
2009-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,48449,CapFormGovNonResidentialStructures,NA
2009-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,52052,CapFormGovNonResidentialStructures,NA
2009-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,55984,CapFormGovNonResidentialStructures,NA
2010-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,58406,CapFormGovNonResidentialStructures,NA
2010-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,59919,CapFormGovNonResidentialStructures,NA
2010-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,60843,CapFormGovNonResidentialStructures,NA
2010-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,60022,CapFormGovNonResidentialStructures,NA
2011-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,57083,CapFormGovNonResidentialStructures,NA
2011-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,53841,CapFormGovNonResidentialStructures,NA
2011-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,50619,CapFormGovNonResidentialStructures,NA
2011-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,47858,CapFormGovNonResidentialStructures,NA
2012-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,49169,CapFormGovNonResidentialStructures,NA
2012-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,50223,CapFormGovNonResidentialStructures,NA
2012-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,49675,CapFormGovNonResidentialStructures,NA
2012-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,49170,CapFormGovNonResidentialStructures,NA
2013-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,48390,CapFormGovNonResidentialStructures,NA
2013-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,46414,CapFormGovNonResidentialStructures,NA
2013-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,46455,CapFormGovNonResidentialStructures,NA
2013-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,45398,CapFormGovNonResidentialStructures,NA
2014-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,45319,CapFormGovNonResidentialStructures,NA
2014-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,44878,CapFormGovNonResidentialStructures,NA
2014-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,44429,CapFormGovNonResidentialStructures,NA
2014-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,44213,CapFormGovNonResidentialStructures,NA
2015-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,46226,CapFormGovNonResidentialStructures,NA
2015-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,47507,CapFormGovNonResidentialStructures,NA
2015-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,48603,CapFormGovNonResidentialStructures,NA
2015-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,48898,CapFormGovNonResidentialStructures,NA
2016-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,47690,CapFormGovNonResidentialStructures,NA
2016-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,46078,CapFormGovNonResidentialStructures,NA
2016-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,44784,CapFormGovNonResidentialStructures,NA
2016-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,44580,CapFormGovNonResidentialStructures,NA
2017-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,45922,CapFormGovNonResidentialStructures,NA
2017-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,47283,CapFormGovNonResidentialStructures,NA
2017-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,49687,CapFormGovNonResidentialStructures,NA
2017-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,52040,CapFormGovNonResidentialStructures,NA
2018-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,51425,CapFormGovNonResidentialStructures,NA
2018-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,50751,CapFormGovNonResidentialStructures,NA
2018-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,47900,CapFormGovNonResidentialStructures,NA
2018-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,46038,CapFormGovNonResidentialStructures,NA
2019-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,45595,CapFormGovNonResidentialStructures,NA
2019-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,45079,CapFormGovNonResidentialStructures,NA
2019-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,45603,CapFormGovNonResidentialStructures,NA
2019-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,45905,CapFormGovNonResidentialStructures,NA
2020-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,47680,CapFormGovNonResidentialStructures,NA
2020-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,46723,CapFormGovNonResidentialStructures,NA
2020-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,48576,CapFormGovNonResidentialStructures,NA
2020-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,48630,CapFormGovNonResidentialStructures,NA
2021-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,48088,CapFormGovNonResidentialStructures,NA
2021-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,47134,CapFormGovNonResidentialStructures,NA
2021-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,47019,CapFormGovNonResidentialStructures,NA
2021-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,47140,CapFormGovNonResidentialStructures,NA
2022-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,47920,CapFormGovNonResidentialStructures,NA
2022-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,46983,CapFormGovNonResidentialStructures,NA
2022-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,46418,CapFormGovNonResidentialStructures,NA
2022-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,48183,CapFormGovNonResidentialStructures,NA
2023-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,50123,CapFormGovNonResidentialStructures,NA
2023-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,50713,CapFormGovNonResidentialStructures,NA
2023-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,50366,CapFormGovNonResidentialStructures,NA
2023-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,50847,CapFormGovNonResidentialStructures,NA
2024-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,53715,CapFormGovNonResidentialStructures,NA
2024-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,54447,CapFormGovNonResidentialStructures,NA
2024-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,55084,CapFormGovNonResidentialStructures,NA
2024-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,56286,CapFormGovNonResidentialStructures,NA
2025-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,57551,CapFormGovNonResidentialStructures,NA
2025-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,59302,CapFormGovNonResidentialStructures,NA
2025-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,60466,CapFormGovNonResidentialStructures,NA
2025-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,60347,CapFormGovNonResidentialStructures,NA
1961-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1961-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1961-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1961-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1962-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1962-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1962-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1962-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1963-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1963-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1963-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1963-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1964-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1964-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1964-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1964-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1965-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1965-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1965-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1965-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1966-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1966-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1966-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1966-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1967-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1967-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1967-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1967-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1968-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1968-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1968-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1968-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1969-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1969-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1969-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1969-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1970-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1970-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1970-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1970-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1971-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1971-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1971-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1971-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1972-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1972-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1972-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1972-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1973-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1973-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1973-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1973-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1974-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1974-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1974-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1974-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1975-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1975-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1975-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1975-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1976-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1976-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1976-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1976-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1977-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1977-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1977-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1977-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1978-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1978-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1978-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1978-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1979-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1979-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1979-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1979-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1980-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1980-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1980-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1980-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,NA,CapFormGovMachineryandEquipment,NA
1981-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,99,CapFormGovMachineryandEquipment,NA
1981-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,103,CapFormGovMachineryandEquipment,NA
1981-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,107,CapFormGovMachineryandEquipment,NA
1981-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,114,CapFormGovMachineryandEquipment,NA
1982-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,111,CapFormGovMachineryandEquipment,NA
1982-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,107,CapFormGovMachineryandEquipment,NA
1982-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,99,CapFormGovMachineryandEquipment,NA
1982-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,95,CapFormGovMachineryandEquipment,NA
1983-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,95,CapFormGovMachineryandEquipment,NA
1983-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,97,CapFormGovMachineryandEquipment,NA
1983-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,110,CapFormGovMachineryandEquipment,NA
1983-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,119,CapFormGovMachineryandEquipment,NA
1984-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,134,CapFormGovMachineryandEquipment,NA
1984-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,140,CapFormGovMachineryandEquipment,NA
1984-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,153,CapFormGovMachineryandEquipment,NA
1984-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,158,CapFormGovMachineryandEquipment,NA
1985-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,163,CapFormGovMachineryandEquipment,NA
1985-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,150,CapFormGovMachineryandEquipment,NA
