time,geo,Seasonal adjustment,Prices,North American Industry Classification System (NAICS),values,na_item,Type of fuel
1985-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,157,CapFormGovMachineryandEquipment,NA
1985-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,153,CapFormGovMachineryandEquipment,NA
1986-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,193,CapFormGovMachineryandEquipment,NA
1986-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,198,CapFormGovMachineryandEquipment,NA
1986-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,191,CapFormGovMachineryandEquipment,NA
1986-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,192,CapFormGovMachineryandEquipment,NA
1987-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,193,CapFormGovMachineryandEquipment,NA
1987-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,193,CapFormGovMachineryandEquipment,NA
1987-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,218,CapFormGovMachineryandEquipment,NA
1987-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,225,CapFormGovMachineryandEquipment,NA
1988-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,242,CapFormGovMachineryandEquipment,NA
1988-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,242,CapFormGovMachineryandEquipment,NA
1988-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,264,CapFormGovMachineryandEquipment,NA
1988-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,262,CapFormGovMachineryandEquipment,NA
1989-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,296,CapFormGovMachineryandEquipment,NA
1989-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,309,CapFormGovMachineryandEquipment,NA
1989-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,300,CapFormGovMachineryandEquipment,NA
1989-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,321,CapFormGovMachineryandEquipment,NA
1990-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,318,CapFormGovMachineryandEquipment,NA
1990-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,311,CapFormGovMachineryandEquipment,NA
1990-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,307,CapFormGovMachineryandEquipment,NA
1990-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,304,CapFormGovMachineryandEquipment,NA
1991-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,347,CapFormGovMachineryandEquipment,NA
1991-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,343,CapFormGovMachineryandEquipment,NA
1991-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,358,CapFormGovMachineryandEquipment,NA
1991-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,384,CapFormGovMachineryandEquipment,NA
1992-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,390,CapFormGovMachineryandEquipment,NA
1992-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,401,CapFormGovMachineryandEquipment,NA
1992-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,424,CapFormGovMachineryandEquipment,NA
1992-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,381,CapFormGovMachineryandEquipment,NA
1993-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,377,CapFormGovMachineryandEquipment,NA
1993-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,381,CapFormGovMachineryandEquipment,NA
1993-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,381,CapFormGovMachineryandEquipment,NA
1993-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,401,CapFormGovMachineryandEquipment,NA
1994-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,392,CapFormGovMachineryandEquipment,NA
1994-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,418,CapFormGovMachineryandEquipment,NA
1994-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,424,CapFormGovMachineryandEquipment,NA
1994-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,426,CapFormGovMachineryandEquipment,NA
1995-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,433,CapFormGovMachineryandEquipment,NA
1995-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,435,CapFormGovMachineryandEquipment,NA
1995-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,420,CapFormGovMachineryandEquipment,NA
1995-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,437,CapFormGovMachineryandEquipment,NA
1996-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,465,CapFormGovMachineryandEquipment,NA
1996-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,439,CapFormGovMachineryandEquipment,NA
1996-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,446,CapFormGovMachineryandEquipment,NA
1996-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,467,CapFormGovMachineryandEquipment,NA
1997-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,440,CapFormGovMachineryandEquipment,NA
1997-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,430,CapFormGovMachineryandEquipment,NA
1997-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,469,CapFormGovMachineryandEquipment,NA
1997-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,476,CapFormGovMachineryandEquipment,NA
1998-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,520,CapFormGovMachineryandEquipment,NA
1998-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,572,CapFormGovMachineryandEquipment,NA
1998-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,579,CapFormGovMachineryandEquipment,NA
1998-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,623,CapFormGovMachineryandEquipment,NA
1999-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,693,CapFormGovMachineryandEquipment,NA
1999-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,754,CapFormGovMachineryandEquipment,NA
1999-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,742,CapFormGovMachineryandEquipment,NA
1999-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,796,CapFormGovMachineryandEquipment,NA
2000-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,801,CapFormGovMachineryandEquipment,NA
2000-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,837,CapFormGovMachineryandEquipment,NA
2000-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,911,CapFormGovMachineryandEquipment,NA
2000-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,901,CapFormGovMachineryandEquipment,NA
2001-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,942,CapFormGovMachineryandEquipment,NA
2001-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,911,CapFormGovMachineryandEquipment,NA
2001-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,904,CapFormGovMachineryandEquipment,NA
2001-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,891,CapFormGovMachineryandEquipment,NA
2002-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,835,CapFormGovMachineryandEquipment,NA
2002-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,846,CapFormGovMachineryandEquipment,NA
2002-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,867,CapFormGovMachineryandEquipment,NA
2002-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,874,CapFormGovMachineryandEquipment,NA
2003-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,1026,CapFormGovMachineryandEquipment,NA
2003-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,1098,CapFormGovMachineryandEquipment,NA
2003-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,1196,CapFormGovMachineryandEquipment,NA
2003-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,1229,CapFormGovMachineryandEquipment,NA
2004-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,1167,CapFormGovMachineryandEquipment,NA
2004-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,1196,CapFormGovMachineryandEquipment,NA
2004-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,1254,CapFormGovMachineryandEquipment,NA
2004-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,1312,CapFormGovMachineryandEquipment,NA
2005-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,1380,CapFormGovMachineryandEquipment,NA
2005-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,1431,CapFormGovMachineryandEquipment,NA
2005-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,1449,CapFormGovMachineryandEquipment,NA
2005-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,1453,CapFormGovMachineryandEquipment,NA
2006-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,1485,CapFormGovMachineryandEquipment,NA
2006-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,1619,CapFormGovMachineryandEquipment,NA
2006-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,1666,CapFormGovMachineryandEquipment,NA
2006-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,1677,CapFormGovMachineryandEquipment,NA
2007-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,1673,CapFormGovMachineryandEquipment,NA
2007-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,1737,CapFormGovMachineryandEquipment,NA
2007-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,1752,CapFormGovMachineryandEquipment,NA
2007-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,1758,CapFormGovMachineryandEquipment,NA
2008-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,2058,CapFormGovMachineryandEquipment,NA
2008-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,2305,CapFormGovMachineryandEquipment,NA
2008-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,2373,CapFormGovMachineryandEquipment,NA
2008-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,2215,CapFormGovMachineryandEquipment,NA
2009-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,2252,CapFormGovMachineryandEquipment,NA
2009-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,2310,CapFormGovMachineryandEquipment,NA
2009-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,2536,CapFormGovMachineryandEquipment,NA
2009-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,2736,CapFormGovMachineryandEquipment,NA
2010-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,2489,CapFormGovMachineryandEquipment,NA
2010-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,2542,CapFormGovMachineryandEquipment,NA
2010-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,2442,CapFormGovMachineryandEquipment,NA
2010-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,2500,CapFormGovMachineryandEquipment,NA
2011-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,2678,CapFormGovMachineryandEquipment,NA
2011-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,2789,CapFormGovMachineryandEquipment,NA
2011-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,2794,CapFormGovMachineryandEquipment,NA
2011-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,2842,CapFormGovMachineryandEquipment,NA
2012-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,2962,CapFormGovMachineryandEquipment,NA
2012-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,2977,CapFormGovMachineryandEquipment,NA
2012-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,2880,CapFormGovMachineryandEquipment,NA
2012-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,2758,CapFormGovMachineryandEquipment,NA
2013-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,2391,CapFormGovMachineryandEquipment,NA
2013-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,2279,CapFormGovMachineryandEquipment,NA
2013-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,2024,CapFormGovMachineryandEquipment,NA
2013-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,1810,CapFormGovMachineryandEquipment,NA
2014-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,1703,CapFormGovMachineryandEquipment,NA
2014-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,1647,CapFormGovMachineryandEquipment,NA
2014-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,1799,CapFormGovMachineryandEquipment,NA
2014-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,2019,CapFormGovMachineryandEquipment,NA
2015-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,1585,CapFormGovMachineryandEquipment,NA
2015-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,1330,CapFormGovMachineryandEquipment,NA
2015-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,1305,CapFormGovMachineryandEquipment,NA
2015-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,1458,CapFormGovMachineryandEquipment,NA
2016-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,1871,CapFormGovMachineryandEquipment,NA
2016-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,1886,CapFormGovMachineryandEquipment,NA
2016-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,2110,CapFormGovMachineryandEquipment,NA
2016-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,1876,CapFormGovMachineryandEquipment,NA
2017-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,2164,CapFormGovMachineryandEquipment,NA
2017-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,2080,CapFormGovMachineryandEquipment,NA
2017-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,2156,CapFormGovMachineryandEquipment,NA
2017-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,2368,CapFormGovMachineryandEquipment,NA
2018-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,2496,CapFormGovMachineryandEquipment,NA
2018-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,1860,CapFormGovMachineryandEquipment,NA
2018-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,1404,CapFormGovMachineryandEquipment,NA
2018-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,1304,CapFormGovMachineryandEquipment,NA
2019-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,1404,CapFormGovMachineryandEquipment,NA
2019-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,1404,CapFormGovMachineryandEquipment,NA
2019-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,1576,CapFormGovMachineryandEquipment,NA
2019-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,1676,CapFormGovMachineryandEquipment,NA
2020-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,1520,CapFormGovMachineryandEquipment,NA
2020-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,1188,CapFormGovMachineryandEquipment,NA
2020-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,1136,CapFormGovMachineryandEquipment,NA
2020-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,1044,CapFormGovMachineryandEquipment,NA
2021-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,1112,CapFormGovMachineryandEquipment,NA
2021-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,1220,CapFormGovMachineryandEquipment,NA
2021-07-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,1244,CapFormGovMachineryandEquipment,NA
2021-10-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,1268,CapFormGovMachineryandEquipment,NA
2022-01-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,1184,CapFormGovMachineryandEquipment,NA
2022-04-01,Canada,Seasonally adjusted at annual rates,Chained (2017) dollars,NA,1160,CapFormGovMachineryandEquipment,NA
